astronautics and aeronautics ,4258,0,0,271,299,373,255,216,204,250,251,219,283,197,149,183,211,199,225,57,103,43,42,42,41
objective continuation of ,1063,0,5,12,26,53,34,54,61,55,72,76,71,0,0,2,86,0,84,0,0,0,0,0,262
total weight not ,899,1,11,54,85,95,77,93,97,84,98,112,92,0,0,0,0,0,0,0,0,0,0,0,0
weight not available ,894,0,11,54,84,95,77,90,96,84,98,112,93,0,0,0,0,0,0,0,0,0,0,0,0
space flight center ,892,18,41,69,84,95,9,8,8,5,4,6,105,76,68,108,56,18,21,1,2,2,2,2,4
payload not available ,851,0,10,53,80,83,78,80,98,83,98,96,92,0,0,0,0,0,0,0,0,0,0,0,0
the space shuttle ,830,0,0,0,0,0,0,0,0,3,2,4,20,45,54,95,58,60,98,13,23,11,8,12,49
of outer space ,704,8,9,16,12,18,22,15,8,4,4,5,17,5,7,5,87,2,85,0,1,0,0,0,262
manned space flight ,647,12,37,73,77,56,53,37,35,45,50,40,38,32,26,13,14,0,1,1,1,0,0,0,1
still in orbit ,636,2,30,20,49,94,52,46,37,38,42,71,44,0,48,8,27,24,3,1,0,0,0,0,0
the united states ,630,9,29,69,46,67,37,19,34,44,27,19,25,14,13,8,7,7,1,36,43,10,8,14,26
the air force ,622,4,17,25,39,43,16,4,2,23,11,8,11,75,40,53,36,13,23,6,4,6,1,6,7
as well as ,584,9,32,39,48,34,10,15,22,19,19,19,15,18,21,35,64,30,39,11,30,7,5,6,7
on the moon ,573,3,24,57,67,80,68,40,12,36,17,33,29,23,17,11,23,8,5,3,4,5,2,1,0
• nasa announced ,547,0,32,35,58,18,9,7,28,25,43,34,28,14,7,25,26,66,53,9,26,1,1,2,0
new york times ,547,1,5,18,16,36,40,43,29,47,62,52,58,44,8,15,31,3,0,7,11,9,6,4,1
continuation of outer ,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,84,0,0,0,0,0,262
outer space investigations ,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,79,0,0,0,0,0,258
research and development ,507,6,18,53,53,42,20,11,12,8,15,9,40,40,32,33,40,17,15,3,5,3,3,5,0
associate administrator for ,499,0,1,14,39,32,24,33,21,24,35,28,25,22,34,15,18,23,29,14,10,12,8,7,12
marshall space flight ,497,11,22,30,36,56,3,3,3,1,1,3,61,45,46,68,39,10,9,0,1,1,1,1,1
total weight unavailable ,493,0,0,0,0,0,0,0,0,0,0,0,0,0,95,103,94,89,0,0,0,0,0,0,48
of the space ,490,2,13,19,27,27,18,16,13,10,11,10,22,20,23,34,27,24,45,8,3,4,2,3,24
one of the ,486,5,15,34,37,49,20,18,10,11,8,13,11,25,12,27,31,19,38,9,12,9,2,10,11
continuation of cosmos ,484,0,5,12,24,51,33,53,57,43,72,65,69,0,0,0,0,0,0,0,0,0,0,0,0
cosmos scientific satellite ,480,0,4,10,24,51,33,57,56,44,69,65,67,0,0,0,0,0,0,0,0,0,0,0,0
scientific satellite series ,479,0,4,11,26,43,32,37,60,55,67,77,67,0,0,0,0,0,0,0,0,0,0,0,0
of cosmos scientific ,476,0,4,10,24,51,33,54,57,43,69,64,67,0,0,0,0,0,0,0,0,0,0,0,0
launched by nasa ,475,1,5,10,1,21,13,18,37,72,63,52,50,23,26,8,19,14,17,2,0,1,0,0,6
the soviet union ,466,4,13,38,17,58,22,11,12,15,9,16,14,9,11,39,23,9,14,16,26,16,15,21,18
science and technology ,452,5,19,38,21,31,27,18,23,22,22,31,27,29,11,27,22,6,15,7,5,2,6,2,2
plesetsk total weight ,447,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,31,55,67,0,0,0,0,0,174
goddard space flight ,441,6,23,43,52,47,6,5,5,4,4,3,44,35,22,46,20,10,14,1,1,1,1,1,3
space investigations description ,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,78,0,0,0,0,0,252
academy of sciences ,396,11,14,30,30,33,21,12,8,10,22,29,51,29,27,16,13,11,11,1,2,0,0,2,1
not available total ,389,0,0,0,18,41,39,63,38,41,38,56,55,0,0,0,0,0,0,0,0,0,0,0,0
available total weight ,387,0,0,0,19,40,39,62,38,41,38,55,55,0,0,0,0,0,0,0,0,0,0,0,0
for the first ,381,6,4,15,17,35,13,13,1,5,9,8,7,24,18,28,19,25,37,17,20,6,11,5,3
